Player,Position,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,Rnd,Pick,Tm,Draft_Position,Age,year,Ht_m,Wt_kg,BMI,Position_Performance_Index
Sinorice Moss,WR,Miami (FL),5.8,185.0,4.38,35.5,14.0,121.0,6.975,4.22,1,2.0,44.0,NYG,WR,22.0,2006,1.76784,83.91452,26.850427346646736,172.075
Jeff Mullins,LS,Marshall,6.2,247.0,5.03,29.25,21.0,110.0,7.51,4.55,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,112.037224,31.372493300542153,0.0
Martin Nance,WR,Miami (OH),6.4,213.0,4.55,33.5,14.0,112.0,6.91,4.08,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.9507200000000002,96.615096,25.389556597798084,161.04000000000002
Terna Nande,OLB,Miami (OH),6.0,232.0,4.51,39.0,41.0,124.0,6.97,4.11,1,5.0,137.0,TEN,LB,23.0,2006,1.8288000000000002,105.233344,31.46450799074437,219.59
Javon Nanton,DE,Miami (FL),6.3,250.0,4.8,28.5,22.0,108.0,7.28,4.41,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.92024,113.398,30.753487362913813,174.99
Khalid Naziruddin,CB,Texas Tech,5.9,185.0,4.64,38.5,17.0,119.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.7983200000000001,83.91452,25.947956792335425,173.23999999999998
Barrick Nealy,QB,Texas State,6.4,226.0,4.57,32.5,19.5,114.0,6.94,4.26,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,102.511792,26.939153948837404,162.26999999999998
Haloti Ngata,DT,Oregon,6.4,338.0,5.13,31.5,37.0,110.0,7.95,4.65,1,1.0,12.0,BAL,DT,22.0,2006,1.9507200000000002,153.314096,40.289531127022315,196.23
A.J. Nicholson,OLB,Florida State,6.1,252.0,4.88,34.5,25.0,116.0,7.37,4.43,1,5.0,157.0,CIN,LB,23.0,2006,1.85928,114.305184,33.06559421503685,192.18
Rob Ninkovich,DE,Purdue,6.3,260.0,4.91,34.5,23.0,116.0,6.96,4.18,1,5.0,135.0,NOR,DE,22.0,2006,1.92024,117.93392,31.983626857430366,189.55
Jerious Norwood,RB,Mississippi State,6.0,210.0,4.4,36.5,15.0,122.0,6.81,4.25,1,3.0,79.0,ATL,RB,23.0,2006,1.8288000000000002,95.25431999999999,28.480804646794468,188.96
Ryan O'Callaghan,OT,California,6.7,344.0,5.39,25.0,21.0,92.0,7.84,4.75,1,5.0,136.0,NWE,T,23.0,2006,2.04216,156.035648,37.414874958459606,38.980000000000004
Ben Obomanu,WR,Auburn,6.1,205.0,4.45,38.0,14.0,116.0,7.17,4.21,1,7.0,249.0,SEA,WR,22.0,2006,1.85928,92.98636,26.89859846858157,169.82999999999998
Quinn Ojinnaka,OT,Syracuse,6.5,309.0,5.44,28.5,21.0,102.0,8.45,5.11,1,5.0,139.0,ATL,G,22.0,2006,1.9812,140.159928,35.70813985809431,40.0
Melvin Oliver,DE,LSU,6.3,276.0,5.08,33.0,24.0,114.0,7.28,4.41,1,6.0,197.0,SFO,DE,23.0,2006,1.92024,125.191392,33.951850048656844,187.76999999999998
Thomas Olmsted,P,Troy,6.4,214.0,5.18,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,97.068688,25.508756394031877,0.0
Drew Olson,QB,UCLA,6.2,222.0,5.09,23.0,19.5,97.0,7.13,4.42,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,100.697424,28.197139727612786,136.64
Chijioke Onyenegecha,CB,Oklahoma,6.1,215.0,4.55,34.5,16.0,118.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.85928,97.52228,28.21072522314652,168.15
Jonathan Orr,WR,Wisconsin,6.2,198.0,4.44,35.5,14.0,119.0,7.31,4.16,1,6.0,172.0,TEN,WR,22.0,2006,1.88976,89.811216,25.148800297600594,170.41
Babatunde Oshinowo,DT,Stanford,6.2,304.0,5.27,32.0,33.0,105.0,7.87,4.54,1,6.0,181.0,CLE,DT,23.0,2006,1.88976,137.891968,38.61229944682111,187.67999999999998
Jarrad Page,S,UCLA,6.0,239.0,4.63,38.0,17.0,127.0,6.68,4.14,1,7.0,228.0,KAN,DB,21.0,2006,1.8288000000000002,108.408488,32.41386814563752,180.45
Kai Parham,ILB,Virginia,6.3,256.0,4.98,35.0,30.0,116.0,7.35,4.33,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.92024,116.119552,31.491571059623745,197.66000000000003
Sam Paulescu,P,Oregon State,6.0,190.0,4.98,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.8288000000000002,86.18248,25.768347061385473,0.0
Domata Peko,DT,Michigan State,6.3,307.0,5.27,28.5,25.0,103.0,7.69,4.49,1,4.0,123.0,CIN,DT,21.0,2006,1.92024,139.252744,37.76528248165816,173.95
Donald Penn,OT,Utah State,6.4,317.0,5.05,28.0,21.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,143.788664,37.78633540611265,38.64
Terrance Pennington,OT,New Mexico,6.7,325.0,5.39,28.5,28.0,102.0,7.84,4.75,1,7.0,216.0,BUF,T,22.0,2006,2.04216,147.4174,35.348355702033054,45.980000000000004
Charlie Peprah,S,Alabama,5.11,206.0,4.66,37.5,15.0,119.0,6.81,4.09,1,5.0,158.0,NYG,DB,23.0,2006,1.5575280000000002,93.439952,38.51774743010544,172.06
Marvin Philip,C,California,6.1,307.0,5.24,27.0,27.0,96.0,7.85,4.69,1,6.0,201.0,PIT,C,23.0,2006,1.85928,139.252744,40.28229136514411,167.78
Anwar Phillips,CB,Penn State,6.0,193.0,4.6,36.0,15.0,122.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.8288000000000002,87.543256,26.175215699196823,173.7
Paul Pinegar,QB,Fresno State,6.5,232.0,5.1,29.0,19.5,110.0,7.36,4.49,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9812,105.233344,26.80999497436207,155.95000000000002
David Pittman,CB,NW State (LA),5.11,182.0,4.44,36.0,14.0,128.0,6.94,4.23,1,3.0,87.0,BAL,DB,22.0,2006,1.5575280000000002,82.553744,34.03024287514169,179.60999999999999
Ryan Plackemeier,P,Wake Forest,6.3,253.0,5.2,32.0,15.0,114.0,7.155,4.41,1,7.0,239.0,SEA,P,22.0,2006,1.92024,114.758776,31.122529211268777,0.0
Jason Pociask,TE,Wisconsin,6.3,266.0,4.84,32.5,23.0,115.0,7.31,4.3,1,5.0,150.0,NYJ,TE,23.0,2006,1.92024,120.655472,32.721710554140294,186.95000000000002
Bernard Pollard,S,Purdue,6.2,224.0,4.57,36.5,17.0,131.0,7.01,4.2,1,2.0,54.0,KAN,DB,21.0,2006,1.88976,101.604608,28.451168013447134,183.27999999999997
Leonard Pope,TE,Georgia,6.8,258.0,4.62,37.5,22.0,118.0,7.47,4.67,1,3.0,72.0,ARI,TE,22.0,2006,2.0726400000000003,117.026736,27.2418966839087,194.26
Quinton Porter,QB,Boston Col.,6.5,233.0,4.67,33.5,19.5,116.0,6.76,4.1,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9812,105.686936,26.925555297527424,165.03
Donovan Raiola,C,Wisconsin,6.2,300.0,5.55,25.0,20.0,90.0,8.17,4.97,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,136.0776,38.10424287515241,153.69
Troy Reddick,OG,Auburn,6.5,334.0,5.57,27.5,21.0,101.0,7.92,4.82,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9812,151.499728,38.59714793722815,167.80999999999997
Willie Reid,WR,Florida State,5.1,188.0,4.34,37.5,14.0,117.0,7.06,4.26,1,3.0,95.0,PIT,WR,23.0,2006,1.5544799999999999,85.275296,35.29010560947347,170.16
Matthew Rice,DE,Penn State,6.4,271.0,4.89,33.0,24.0,114.0,7.6,4.34,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.9507200000000002,122.923432,32.30314477935813,187.82999999999998
Gerald Riggs,RB,Tennessee,5.11,232.0,4.62,34.0,19.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.5575280000000002,105.233344,43.37921069798282,186.95
Freddie Roach,ILB,Alabama,6.2,257.0,4.93,34.0,22.0,111.0,7.49,4.42,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,116.573144,32.642634729713905,183.84
Dale Robinson,ILB,Arizona State,6.0,231.0,4.76,33.0,18.0,108.0,7.29,4.3,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.8288000000000002,104.779752,31.32888511147392,175.35
Michael Robinson,WR,Penn State,6.1,227.0,4.57,35.5,14.0,121.0,6.975,4.22,1,4.0,100.0,SFO,WR,23.0,2006,1.85928,102.965384,29.78527732862447,172.265
Cory Rodgers,WR,TCU,6.0,188.0,4.58,33.5,14.0,110.0,7.37,4.19,1,4.0,104.0,GNB,WR,22.0,2006,1.8288000000000002,85.275296,25.497101302844573,159.64
Dennis Roland,OT,Georgia,6.1,328.0,5.28,28.0,19.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.85928,148.778176,43.037757549730514,36.870000000000005
Richie Ross,WR,Nebraska-Kearney,6.4,209.0,4.61,37.0,14.0,120.0,6.95,4.29,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.9507200000000002,94.80072799999999,24.91275741286291,172.85
Pat Ross,C,Boston Col.,6.3,301.0,4.99,28.0,23.0,102.0,7.675,4.63,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.92024,136.531192,37.02719878494823,170.29500000000002
Cory Ross,RB,Nebraska,5.6,201.0,4.58,34.0,15.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.70688,91.171992,31.293595484724985,182.90999999999997
Derrick Ross,RB,Tarleton State,5.1,226.0,4.56,35.0,20.0,112.0,7.0,4.35,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.5544799999999999,102.511792,42.42321206245215,182.91
Frostee Rucker,DE,USC,6.3,267.0,4.88,29.5,24.0,110.0,7.28,4.41,1,3.0,91.0,CIN,DE,22.0,2006,1.92024,121.109064,32.844724503591955,180.07
DeMeco Ryans,OLB,Alabama,6.1,236.0,4.65,39.0,23.0,129.0,7.19,4.17,1,2.0,33.0,HOU,LB,22.0,2006,1.85928,107.047712,30.966191407732932,207.01
Nate Salley,S,Ohio State,6.2,216.0,4.63,40.0,14.0,123.0,6.79,4.15,1,4.0,121.0,CAR,DB,22.0,2006,1.88976,97.975872,27.435054870109738,178.57
Tony Scheffler,TE,West. Michigan,6.5,254.0,4.54,33.5,17.0,115.0,6.81,4.01,1,2.0,61.0,DEN,TE,23.0,2006,1.9812,115.212368,29.35232208399985,180.85999999999999
Anthony Schlegel,ILB,Ohio State,6.0,250.0,4.88,32.0,21.0,111.0,7.41,4.38,1,3.0,76.0,NYJ,LB,25.0,2006,1.8288000000000002,113.398,33.905719817612464,180.67
Jon Scifres,K,Missouri State,6.1,224.0,5.0,33.5,13.0,113.5,7.15,4.33,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.85928,101.604608,29.391639302254983,0.0
Jonathan Scott,OT,Texas,6.6,315.0,5.32,24.5,24.0,101.0,7.73,4.85,1,5.0,141.0,DET,T,23.0,2006,2.01168,142.88148,35.30678261999316,41.9
Mark Setterstrom,OG,Minnesota,6.4,314.0,5.38,26.5,19.0,100.0,7.63,4.53,1,7.0,242.0,STL,G,22.0,2006,1.9507200000000002,142.427888,37.42873601741126,163.04
D.J. Shockley,QB,Georgia,6.1,214.0,4.56,37.5,19.5,121.0,7.07,4.17,1,7.0,223.0,ATL,QB,23.0,2006,1.85928,97.068688,28.07951254769003,174.29999999999998
Kevin Simon,OLB,Tennessee,5.1,235.0,4.89,28.0,26.0,103.0,7.69,4.32,1,7.0,250.0,WAS,LB,23.0,2006,1.5544799999999999,106.59412,44.11263201184184,173.89999999999998
Ko Simpson,S,South Carolina,6.1,209.0,4.45,40.5,11.0,122.0,7.09,4.17,1,4.0,105.0,BUF,DB,22.0,2006,1.85928,94.80072799999999,27.42344917040755,178.20999999999998
Ernie Sims,OLB,Florida State,5.11,231.0,4.5,41.0,25.0,125.0,7.31,4.22,1,1.0,9.0,DET,LB,21.0,2006,1.5575280000000002,104.779752,43.192231341525996,207.03
Rob Sims,OG,Ohio State,6.3,307.0,5.25,27.5,27.0,101.0,7.890000000000001,4.78,1,4.0,128.0,SEA,G,22.0,2006,1.92024,139.252744,37.76528248165816,173.42
Dwayne Slay,S,Texas Tech,6.3,216.0,4.78,32.5,17.0,112.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.92024,97.975872,26.57101308155753,160.48999999999998
Kent Smith,QB,Central Michigan,6.5,216.0,4.57,35.0,19.5,122.0,7.41,4.47,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9812,97.975872,24.96102980371641,173.45
LeKevin Smith,DT,Michigan State,6.3,316.0,4.97,30.5,30.0,109.0,7.93,4.92,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.92024,143.335072,38.87240802672306,187.32
Anthony Smith,S,Syracuse,6.0,194.0,4.71,41.0,18.0,125.0,6.75,4.35,1,3.0,83.0,PIT,DB,22.0,2006,1.8288000000000002,87.996848,26.310838578467273,181.81
Brad Smith,WR,Missouri,6.2,213.0,4.46,39.5,14.0,128.0,7.0,4.33,1,4.0,103.0,NYJ,QB,22.0,2006,1.88976,96.615096,27.05401244135821,183.29000000000002
Eric Smith,S,Michigan State,6.1,209.0,4.63,40.0,21.0,127.0,6.89,4.1,1,3.0,97.0,NYJ,DB,23.0,2006,1.85928,94.80072799999999,27.42344917040755,182.61999999999998
Clinton Solomon,WR,Iowa,6.3,214.0,4.58,33.0,14.0,114.0,7.17,4.46,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.92024,97.068688,26.32498518265422,163.20999999999998
Isaac Sowells,OG,Indiana,6.3,324.0,5.15,28.5,20.0,101.0,8.13,4.98,1,4.0,112.0,CLE,T,24.0,2006,1.92024,146.963808,39.8565196223363,167.76
Charles Spencer,OG,Pittsburgh,6.5,352.0,5.25,27.5,30.0,101.0,7.890000000000001,4.78,1,3.0,65.0,HOU,G,24.0,2006,1.9812,159.66438399999998,40.677233754204515,176.42
Jason Spitz,OG,Louisville,6.3,313.0,5.4,28.5,25.0,102.0,7.82,4.55,1,3.0,75.0,GNB,G,23.0,2006,1.92024,141.974296,38.5033661783681,173.27
Montavious Stanley,DT,Louisville,6.2,313.0,5.12,29.0,27.0,106.0,8.06,4.6,1,6.0,182.0,DAL,DT,24.0,2006,1.88976,141.974296,39.75542673307569,179.78
Joel Stelly,P,La-Monroe,5.1,197.0,4.68,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.5544799999999999,89.357624,36.97952555886316,0.0
Adam Stenavich,OG,Michigan,6.4,310.0,5.6,27.5,24.0,101.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,140.61352,36.951936832476086,170.77
Dan Stevenson,OG,Notre Dame,6.5,300.0,5.36,24.5,24.0,100.0,7.58,4.59,1,6.0,205.0,NWE,G,23.0,2006,1.9812,136.0776,34.668096949606124,166.03000000000003
Maurice Stovall,WR,Notre Dame,6.4,217.0,4.57,35.0,14.0,122.0,6.81,4.14,1,3.0,90.0,TAM,WR,21.0,2006,1.9507200000000002,98.429464,25.86635578273326,172.51999999999998
Zach Strief,OT,Northwestern,6.8,330.0,5.38,21.0,19.0,94.0,8.01,4.83,1,7.0,210.0,NOR,G,22.0,2006,2.0726400000000003,149.68536,34.844286456162294,37.22
Boone Stutz,LS,Texas A&M,6.6,259.0,5.06,29.25,16.5,110.0,7.51,4.55,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,2.01168,117.480328,29.030021265327704,0.0
Quinn Sypniewski,TE,Colorado,6.6,268.0,4.77,32.5,20.0,114.0,7.09,4.52,1,5.0,166.0,BAL,TE,24.0,2006,2.01168,121.562656,30.038786483041793,182.88
Naufahu Tahi,FB,BYU,6.0,254.0,4.85,29.0,35.0,101.0,7.72,4.7,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.8288000000000002,115.212368,34.448211334694264,182.26999999999998
Darryl Tapp,DE,Virginia Tech,6.2,252.0,4.83,33.0,27.0,109.0,7.31,4.48,1,2.0,63.0,SEA,DE,21.0,2006,1.88976,114.305184,32.007564015128025,185.61999999999998
Gavin Tarquinio,LS,Georgia Tech,6.3,253.0,4.88,29.25,18.0,110.0,7.51,4.55,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.92024,114.758776,31.122529211268777,0.0
Tony Tella,OG,Miami (FL),6.4,307.0,5.44,24.5,24.0,97.0,8.17,4.84,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,139.252744,36.594337443774705,163.95
David Thomas,TE,Texas,6.3,252.0,4.67,37.5,19.0,113.0,7.05,4.34,1,3.0,86.0,NWE,TE,23.0,2006,1.92024,114.305184,30.999515261817123,185.56000000000003
Joe Toledo,OT,Washington,6.5,337.0,5.11,28.0,32.0,103.0,7.84,4.75,1,4.0,114.0,MIA,T,23.0,2006,1.9812,152.860504,38.943828906724214,49.7
John Torp,P,Colorado,6.2,212.0,4.73,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,96.161504,26.92699829844104,0.0
Michael Toudouze,OT,TCU,6.6,303.0,5.12,26.5,23.0,100.0,7.45,4.7,1,5.0,162.0,IND,G,23.0,2006,2.01168,137.438376,33.9617623297077,40.27
Anthony Trucks,OLB,Oregon,6.1,233.0,4.76,37.0,22.0,125.0,7.0,4.14,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.85928,105.686936,30.572553381363445,199.89999999999998
Jeremy Trueblood,OT,Boston Col.,6.8,316.0,5.25,27.5,20.0,96.0,7.82,4.68,1,2.0,59.0,TAM,T,23.0,2006,2.0726400000000003,143.335072,33.366044000446315,37.75
Stephen Tulloch,ILB,North Carolina State,5.11,241.0,4.84,33.5,27.0,113.0,7.19,4.15,1,4.0,116.0,TEN,LB,21.0,2006,1.5575280000000002,109.31567199999999,45.062024906094216,189.68
Cameron Vaughn,OLB,LSU,6.4,235.0,4.65,32.0,17.0,117.0,7.24,4.22,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,106.59412,28.01195211494155,182.11
Marcus Vick,QB,Virginia Tech,6.0,200.0,4.47,36.0,19.5,117.0,6.94,4.08,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.8288000000000002,90.7184,27.124575854089972,168.49
Lawrence Vickers,FB,Colorado,6.0,245.0,4.82,30.5,21.0,104.0,7.74,4.63,1,6.0,180.0,CLE,FB,23.0,2006,1.8288000000000002,111.13004,33.227605421260215,172.69
John Walker,CB,USC,6.0,205.0,4.62,40.0,15.0,125.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.8288000000000002,92.98636,27.802690250442225,180.72
Delanie Walker,WR,Central Missouri State,6.1,240.0,4.49,36.5,14.0,118.0,6.975,4.22,1,6.0,175.0,SFO,WR,22.0,2006,1.85928,108.86207999999999,31.491042109558908,170.185
Cooper Wallace,TE,Auburn,6.4,261.0,4.78,29.0,21.0,105.0,7.29,4.21,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9507200000000002,118.387512,31.11114681702019,171.28
Scott Ware,S,USC,6.1,218.0,4.7,37.0,15.0,115.0,7.05,4.25,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.85928,98.883056,28.60436324951601,168.0
Leon Washington,RB,Florida State,5.8,201.0,4.42,32.5,17.0,105.0,6.94,4.37,1,4.0,117.0,NYJ,RB,24.0,2006,1.76784,91.171992,29.17262646851889,170.23000000000002
Pat Watkins,S,Florida State,6.5,211.0,4.42,41.0,14.0,133.0,7.01,4.2,1,5.0,138.0,DAL,DB,23.0,2006,1.9812,95.707912,24.38322818788964,189.63
Todd Watkins,WR,BYU,6.2,202.0,4.4,36.0,15.0,118.0,7.13,4.24,1,7.0,218.0,ARI,WR,23.0,2006,1.88976,91.625584,25.656856869269294,169.77
Gabe Watson,DT,Michigan,6.3,339.0,5.27,25.0,36.0,96.0,8.28,4.8,1,4.0,107.0,ARI,DT,22.0,2006,1.92024,153.767688,41.701728864111125,175.35
Steve Weatherford,P,Illinois,6.2,217.0,4.82,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.88976,98.429464,27.56206901302691,0.0
Dee Webb,CB,Florida,5.11,183.0,4.41,36.5,15.0,121.0,6.94,4.16,1,7.0,236.0,JAX,DB,21.0,2006,1.5575280000000002,83.007336,34.21722223159851,173.01
Jeff Webb,WR,San Diego State,6.2,211.0,4.4,37.0,14.0,126.0,6.81,4.08,1,6.0,190.0,KAN,WR,24.0,2006,1.88976,95.707912,26.799984155523862,178.29000000000002
Stefon Wheeler,OT,Michigan State,6.5,339.0,5.73,19.5,24.0,74.0,8.09,4.86,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2006,1.9812,153.767688,39.17494955305492,42.68
Guy Whimper,OT,East Carolina,6.5,304.0,4.96,29.0,26.0,102.0,7.38,4.59,1,4.0,129.0,NYG,DE,23.0,2006,1.9812,137.891968,35.13033824226754,42.93000000000001
LenDale White,RB,USC,6.0,238.0,4.49,34.0,19.0,118.0,7.07,4.26,1,2.0,45.0,TEN,RB,21.0,2006,1.8288000000000002,107.954896,32.27824526636707,186.82
Terrence Whitehead,RB,Oregon,5.1,209.0,4.69,30.5,19.0,108.0,7.21,4.27,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.5544799999999999,94.80072799999999,39.23208549138274,173.67000000000002
Charlie Whitehurst,QB,Clemson,6.5,223.0,4.75,33.0,19.5,112.0,7.0,4.11,1,3.0,81.0,SDG,QB,24.0,2006,1.9812,101.151016,25.769952065873888,160.86
E.J. Whitley,OT,UNLV,6.5,309.0,5.35,25.0,16.0,101.0,7.53,4.79,1,7.0,224.0,DAL,C,23.0,2006,1.9812,140.159928,35.70813985809431,33.67
Donte Whitner,S,Ohio State,5.1,204.0,4.4,40.0,18.0,132.0,7.01,4.2,1,1.0,8.0,BUF,DB,21.0,2006,1.5544799999999999,92.532768,38.29351885283292,187.60999999999999
Andrew Whitworth,OT,LSU,6.7,334.0,5.16,30.5,28.0,112.0,8.23,4.83,1,2.0,55.0,CIN,T,24.0,2006,2.04216,151.499728,36.3272332445509,46.22
Gerris Wilkinson,ILB,Georgia Tech,6.3,233.0,4.66,39.0,19.0,122.0,7.21,4.17,1,3.0,96.0,NYG,LB,23.0,2006,1.92024,105.686936,28.662250222235674,196.04
T.J. Williams,TE,North Carolina State,6.2,269.0,4.72,34.0,25.0,111.0,7.49,4.54,1,6.0,202.0,TAM,TE,23.0,2006,1.88976,122.016248,34.16680444472,186.75
Brandon Williams,WR,Wisconsin,5.9,179.0,4.48,34.5,14.0,115.0,6.87,4.07,1,3.0,84.0,SFO,WR,22.0,2006,1.7983200000000001,81.192968,25.10640143690833,164.92000000000002
DeAngelo Williams,RB,Memphis,5.9,214.0,4.45,35.5,25.0,121.0,7.07,4.26,1,1.0,27.0,CAR,RB,23.0,2006,1.7983200000000001,97.068688,30.015474343566385,197.27999999999997
Demetrius Williams,WR,Oregon,6.2,197.0,4.52,38.0,14.0,127.0,6.84,4.08,1,4.0,111.0,BAL,WR,23.0,2006,1.88976,89.357624,25.02178615468342,180.44
Jamar Williams,OLB,Arizona State,6.0,236.0,4.59,37.0,22.0,120.0,7.03,4.29,1,4.0,120.0,CHI,LB,22.0,2006,1.8288000000000002,107.047712,32.00699950782617,194.91
Jimmy Williams,CB,Virginia Tech,6.2,213.0,4.44,36.0,15.0,122.0,6.94,4.16,1,2.0,37.0,ATL,DB,22.0,2006,1.88976,96.615096,27.05401244135821,173.54
Leon Williams,ILB,Miami (FL),6.3,245.0,4.54,33.0,25.0,115.0,7.19,4.3,1,4.0,110.0,CLE,LB,23.0,2006,1.92024,111.13004,30.138417615655534,189.03
Mario Williams,DE,North Carolina State,6.7,295.0,4.7,40.5,35.0,120.0,7.19,4.36,1,1.0,1.0,HOU,DE,21.0,2006,2.04216,133.80964,32.085430560306925,211.75
Travis Wilson,WR,Oklahoma,6.2,214.0,4.47,36.5,14.0,120.0,6.7,3.99,1,3.0,78.0,CLE,WR,22.0,2006,1.88976,97.068688,27.181026584275386,171.66
Kamerion Wimbley,DE,Florida State,6.4,248.0,4.61,38.5,24.0,129.0,6.97,4.48,1,1.0,13.0,CLE,DE,22.0,2006,1.9507200000000002,112.490816,29.561549465980868,207.56
Eric Winston,OT,Miami (FL),6.7,310.0,4.94,29.0,24.0,108.0,7.47,4.44,1,3.0,66.0,HOU,T,22.0,2006,2.04216,140.61352,33.71689313116999,40.85
Rodrique Wright,DT,Texas,6.5,300.0,5.08,32.0,31.0,110.0,7.84,4.51,1,7.0,226.0,MIA,DT,22.0,2006,1.9812,136.0776,34.668096949606124,190.42999999999998
Claude Wroten,DT,LSU,6.2,302.0,5.08,29.5,27.0,105.0,7.69,4.64,1,3.0,68.0,STL,DT,22.0,2006,1.88976,136.984784,38.35827116098676,178.90999999999997
Justin Wyatt,CB,USC,5.9,189.0,4.72,36.0,14.0,122.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2006,1.7983200000000001,85.728888,26.50899369595349,173.82
James Wyche,DE,Syracuse,6.5,262.0,4.63,33.0,27.0,116.0,7.75,4.51,1,7.0,213.0,JAX,DE,24.0,2006,1.9812,118.841104,30.276804669322683,192.89
Ashton Youboty,CB,Ohio State,6.0,189.0,4.44,36.0,15.0,122.0,6.94,4.16,1,3.0,70.0,BUF,DB,22.0,2006,1.8288000000000002,85.728888,25.632724182115023,173.54
Vince Young,QB,Texas,6.5,229.0,4.48,31.0,19.5,111.0,7.13,4.33,1,1.0,3.0,TEN,QB,23.0,2006,1.9812,103.872568,26.46331400486601,157.94000000000003
Alan Zemaitis,CB,Penn State,6.1,194.0,4.57,36.0,15.0,122.0,6.94,4.16,1,4.0,122.0,TAM,DB,22.0,2006,1.85928,87.996848,25.45525903856012,173.67
Jon Abbate,ILB,Wake Forest,5.1,231.0,5.0,38.5,26.0,115.0,7.12,4.33,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2007,1.5544799999999999,104.779752,43.36177870100198,195.95000000000002
Victor Abiamiri,DE,Notre Dame,6.4,267.0,4.8,33.0,25.0,114.0,7.28,4.41,1,2.0,57.0,PHI,DE,21.0,2007,1.9507200000000002,121.109064,31.826345594422953,188.49
Gaines Adams,DE,Clemson,6.5,258.0,4.64,35.0,24.0,119.0,7.17,4.36,1,1.0,4.0,TAM,DE,24.0,2007,1.9812,117.026736,29.81456337666127,194.17
Jesse Ainsworth,K,Arizona State,6.3,218.0,4.75,33.5,13.0,113.5,7.15,4.33,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2007,1.92024,98.883056,26.817040980460842,0.0
Ikaika Alama-Francis,DE,Hawaii,6.5,280.0,4.85,33.0,24.0,114.0,7.28,4.41,1,2.0,58.0,DET,DE,22.0,2007,1.9812,127.00576,32.35689048629905,187.54
